-6.610507755008296726e+01,-2.676847288213757565e+02,0.000000000000000000e+00,-1.321158582416649665e+02,-3.498797332799440341e+01
-4.268759729103313560e+01,-8.269717063161920123e+01,0.000000000000000000e+00,-1.506373176973070827e+02,-4.304347447035014085e+01
-6.023822196264436002e+01,-9.485206541598530805e+01,-3.474632137567823520e-09,-1.159280485146661448e+02,-1.947777738345979870e+01
-6.079948670639047492e+01,-6.921204475678220547e+01,0.000000000000000000e+00,-4.864568362360339506e+02,-3.749078881948904751e+01
-7.660653046496089758e+01,-9.254398463431373045e+01,0.000000000000000000e+00,-2.652146447653358905e+02,-6.798607675569219566e+01
-3.934804743722770581e+01,-8.926019359305504963e+01,-5.633893351841834374e-11,-9.811729588080422104e+01,-2.359960519611519913e+01
-8.844967921418665924e+01,-1.327874523092022230e+02,0.000000000000000000e+00,-2.837048346339070690e+02,-4.154186479228730633e+01
-3.013724790618811511e+01,-5.321447537817469708e+01,-4.006400310174740298e-06,-2.713431082172976403e+02,-1.242761942172489142e+01
-3.514906062454136304e+01,-2.261996107615770768e+02,-1.762821000284020556e-10,-1.692378844486574110e+02,-2.245892959921878784e+01
-2.748380108102994512e+01,-5.609792038964184258e+01,-1.158184659288963303e-12,-1.574281721978057931e+02,-3.672716257563499198e+01
-5.553265720804515837e+01,-2.002713350707183508e+02,-3.899032208209973760e-10,-8.306961292447434175e+01,-2.166512375622765063e+01
-2.569867640558081234e+01,-7.302883626451969690e+01,-6.906475391588173807e-12,-2.669040727568769853e+02,-3.891696436760574329e+01
-4.825805330449591679e+01,-1.058541804717402499e+02,0.000000000000000000e+00,-9.595789758442296602e+01,-5.590414444776021696e+01
-2.361218916003432611e+01,-8.317302430879382769e+01,-5.677947001458960585e-11,-1.864830001689603876e+02,-2.749746862849255535e+01
-9.157325868372393529e+01,-7.164451207104079344e+01,0.000000000000000000e+00,-1.778660095443143518e+02,-6.440605098604842738e+01
-1.045637212750052569e+01,-2.451809381190709587e+02,-2.876481137548125844e-05,-1.833203873774590420e+02,-3.549916153706912780e+01
-7.336793027442668347e+01,-4.243684524300191185e+01,-1.243449787580175325e-13,-1.550971448292648915e+02,-2.971738161126110001e+01
-1.373809177269687609e+01,-1.329248585516517096e+02,-1.080495060534758522e-06,-1.130889431936228675e+02,-5.664232879105494334e+01
